group	variable	value
5/28/17	SV	0.35
5/28/17	TR	0.38
5/28/17	TW	0.35
5/28/17	US	0.31
5/28/17	UY	0.41
6/4/17	AR	0.39
6/4/17	AT	0.3
6/4/17	AU	0.43
6/4/17	BE	0.27
6/4/17	BO	0.35
6/4/17	BR	0.44
6/4/17	CA	0.31
6/4/17	CH	0.28
6/4/17	CL	0.39
6/4/17	CO	0.44
6/4/17	CR	0.46
6/4/17	CZ	0.3
6/4/17	DE	0.23
6/4/17	DK	0.32
6/4/17	DO	0.39
6/4/17	EC	0.47
6/4/17	ES	0.35
6/4/17	FI	0.14
6/4/17	FR	0.26
6/4/17	GB	0.32
6/4/17	GLOBAL	0.36
6/4/17	GR	0.04
6/4/17	GT	0.39
6/4/17	HK	0.41
6/4/17	HN	0.35
6/4/17	HU	0.29
6/4/17	ID	0.38
6/4/17	IE	0.36
6/4/17	IS	0.16
6/4/17	IT	0.23
6/4/17	JP	0.2
6/4/17	MX	0.5
6/4/17	MY	0.4
6/4/17	NL	0.23
6/4/17	NO	0.29
6/4/17	NZ	0.41
6/4/17	PA	0.35
6/4/17	PE	0.45
6/4/17	PH	0.48
6/4/17	PL	0.34
6/4/17	PT	0.35
6/4/17	PY	0.33
6/4/17	SE	0.33
6/4/17	SG	0.44
6/4/17	SV	0.35
6/4/17	TR	0.36
6/4/17	TW	0.3
6/4/17	US	0.32
6/4/17	UY	0.38
6/11/17	AR	0.39
6/11/17	AT	0.18
6/11/17	AU	0.41
6/11/17	BE	0.23
6/11/17	BO	0.33
6/11/17	BR	0.41
6/11/17	CA	0.31
6/11/17	CH	0.2
6/11/17	CL	0.39
6/11/17	CO	0.44
6/11/17	CR	0.44
6/11/17	CZ	0.28
6/11/17	DE	0.15
6/11/17	DK	0.3
6/11/17	DO	0.38
6/11/17	EC	0.47
6/11/17	ES	0.34
6/11/17	FI	0.15
6/11/17	FR	0.25
6/11/17	GB	0.32
6/11/17	GLOBAL	0.33
6/11/17	GR	0.06
6/11/17	GT	0.38
6/11/17	HK	0.4
6/11/17	HN	0.34
6/11/17	HU	0.25
6/11/17	ID	0.38
6/11/17	IE	0.32
6/11/17	IS	0.15
6/11/17	IT	0.21
6/11/17	JP	0.19
6/11/17	MX	0.48
6/11/17	MY	0.34
6/11/17	NL	0.21
6/11/17	NO	0.28
6/11/17	NZ	0.37
6/11/17	PA	0.33
6/11/17	PE	0.45
6/11/17	PH	0.43
6/11/17	PL	0.34
6/11/17	PT	0.37
6/11/17	PY	0.32
6/11/17	SE	0.33
6/11/17	SG	0.4
6/11/17	SV	0.34
6/11/17	TR	0.34
6/11/17	TW	0.27
6/11/17	US	0.3
6/11/17	UY	0.37
6/18/17	AR	0.38
6/18/17	AT	0.19
6/18/17	AU	0.38
6/18/17	BE	0.21
6/18/17	BO	0.31
6/18/17	BR	0.39
6/18/17	CA	0.28
6/18/17	CH	0.23
6/18/17	CL	0.36
6/18/17	CO	0.43
6/18/17	CR	0.47
6/18/17	CZ	0.28
6/18/17	DE	0.15
6/18/17	DK	0.28
6/18/17	DO	0.38
6/18/17	EC	0.46
6/18/17	ES	0.33
6/18/17	FI	0.17
6/18/17	FR	0.23
6/18/17	GB	0.31
6/18/17	GLOBAL	0.31
6/18/17	GR	0.04
6/18/17	GT	0.36
6/18/17	HK	0.39
6/18/17	HN	0.33
6/18/17	HU	0.26
6/18/17	ID	0.39
6/18/17	IE	0.34
6/18/17	IS	0.12
6/18/17	IT	0.21
6/18/17	JP	0.19
6/18/17	MX	0.49
6/18/17	MY	0.32
6/18/17	NL	0.19
6/18/17	NO	0.26
6/18/17	NZ	0.36
6/18/17	PA	0.32
6/18/17	PE	0.44
6/18/17	PH	0.45
6/18/17	PL	0.29
6/18/17	PT	0.34
6/18/17	PY	0.31
6/18/17	SE	0.3
6/18/17	SG	0.41
6/18/17	SV	0.31
6/18/17	TR	0.34
6/18/17	TW	0.28
6/18/17	US	0.29
6/18/17	UY	0.36
6/25/17	AR	0.36
6/25/17	AT	0.21
6/25/17	AU	0.37
6/25/17	BE	0.18
6/25/17	BO	0.29
6/25/17	BR	0.38
6/25/17	CA	0.28
6/25/17	CH	0.24
6/25/17	CL	0.34
6/25/17	CO	0.42
6/25/17	CR	0.45
6/25/17	CZ	0.27
6/25/17	DE	0.18
6/25/17	DK	0.29
6/25/17	DO	0.35
6/25/17	EC	0.42
6/25/17	ES	0.29
6/25/17	FI	0.16
6/25/17	FR	0.21
6/25/17	GB	0.28
6/25/17	GLOBAL	0.31
6/25/17	GR	0.03
6/25/17	GT	0.33
6/25/17	HK	0.41
6/25/17	HN	0.33
6/25/17	HU	0.22
6/25/17	ID	0.41
6/25/17	IE	0.32
6/25/17	IS	0.13
6/25/17	IT	0.16
6/25/17	JP	0.19
6/25/17	MX	0.46
6/25/17	MY	0.31
6/25/17	NL	0.18
6/25/17	NO	0.27
6/25/17	NZ	0.34
6/25/17	PA	0.3
6/25/17	PE	0.41
6/25/17	PH	0.46
6/25/17	PL	0.26
6/25/17	PT	0.34
6/25/17	PY	0.31
6/25/17	SE	0.27
6/25/17	SG	0.42
6/25/17	SV	0.32
6/25/17	TR	0.32
6/25/17	TW	0.28
6/25/17	US	0.29
6/25/17	UY	0.36
7/2/17	AR	0.35
7/2/17	AT	0.23
7/2/17	AU	0.39
7/2/17	BE	0.22
7/2/17	BO	0.26
7/2/17	BR	0.38
7/2/17	CA	0.29
7/2/17	CH	0.24
7/2/17	CL	0.34
7/2/17	CO	0.42
7/2/17	CR	0.42
7/2/17	CZ	0.29
7/2/17	DE	0.2
7/2/17	DK	0.28
7/2/17	DO	0.34
7/2/17	EC	0.41
7/2/17	ES	0.28
7/2/17	FI	0.15
7/2/17	FR	0.17
7/2/17	GB	0.31
7/2/17	GLOBAL	0.29
7/2/17	GR	0.02
7/2/17	GT	0.32
7/2/17	HK	0.4
7/2/17	HN	0.3
7/2/17	HU	0.22
7/2/17	ID	0.39
7/2/17	IE	0.33
7/2/17	IS	0.11
7/2/17	IT	0.13
7/2/17	JP	0.18
7/2/17	MX	0.44
7/2/17	MY	0.39
7/2/17	NL	0.17
7/2/17	NO	0.25
7/2/17	NZ	0.34
7/2/17	PA	0.28
7/2/17	PE	0.4
7/2/17	PH	0.45
7/2/17	PL	0.26
7/2/17	PT	0.36
7/2/17	PY	0.28
7/2/17	SE	0.29
7/2/17	SG	0.41
7/2/17	SV	0.3
7/2/17	TR	0.28
7/2/17	TW	0.28
7/2/17	US	0.28
7/2/17	UY	0.33
7/9/17	AR	0.34
7/9/17	AT	0.22
7/9/17	AU	0.4
7/9/17	BE	0.21
7/9/17	BO	0.26
7/9/17	BR	0.34
7/9/17	CA	0.26
7/9/17	CH	0.26
7/9/17	CL	0.34
7/9/17	CO	0.38
7/9/17	CR	0.41
7/9/17	CZ	0.27
7/9/17	DE	0.15
7/9/17	DK	0.29
7/9/17	DO	0.32
7/9/17	EC	0.41
7/9/17	ES	0.27
7/9/17	FI	0.15
7/9/17	FR	0.18
7/9/17	GB	0.31
7/9/17	GLOBAL	0.32
7/9/17	GR	0
7/9/17	GT	0.33
7/9/17	HK	0.39
7/9/17	HN	0.29
7/9/17	HU	0.21
7/9/17	ID	0.37
7/9/17	IE	0.29
7/9/17	IS	0.13
7/9/17	IT	0.16
7/9/17	JP	0.18
7/9/17	MX	0.42
7/9/17	MY	0.36
7/9/17	NL	0.15
7/9/17	NO	0.25
7/9/17	NZ	0.38
7/9/17	PA	0.27
7/9/17	PE	0.39
7/9/17	PH	0.42
7/9/17	PL	0.29
7/9/17	PT	0.29
7/9/17	PY	0.28
7/9/17	SE	0.3
7/9/17	SG	0.41
7/9/17	SV	0.3
7/9/17	TR	0.28
7/9/17	TW	0.26
7/9/17	US	0.25
7/9/17	UY	0.32
7/16/17	AR	0.34
7/16/17	AT	0.22
7/16/17	AU	0.39
7/16/17	BE	0.22
7/16/17	BO	0.24
7/16/17	BR	0.34
7/16/17	CA	0.28
7/16/17	CH	0.23
7/16/17	CL	0.33
7/16/17	CO	0.37
7/16/17	CR	0.41
7/16/17	CZ	0.28
7/16/17	DE	0.17
7/16/17	DK	0.28
7/16/17	DO	0.31
7/16/17	EC	0.37
7/16/17	ES	0.26
7/16/17	FI	0.15
7/16/17	FR	0.2
7/16/17	GB	0.31
7/16/17	GLOBAL	0.29
7/16/17	GR	0
7/16/17	GT	0.32
7/16/17	HK	0.39
7/16/17	HN	0.29
7/16/17	HU	0.19
7/16/17	ID	0.36
7/16/17	IE	0.29
7/16/17	IS	0.09
7/16/17	IT	0.15
7/16/17	JP	0.19
7/16/17	MX	0.4
7/16/17	MY	0.34
7/16/17	NL	0.14
7/16/17	NO	0.26
7/16/17	NZ	0.36
7/16/17	PA	0.26
7/16/17	PE	0.38
7/16/17	PH	0.43
7/16/17	PL	0.28
7/16/17	PT	0.3
7/16/17	PY	0.27
7/16/17	SE	0.29
7/16/17	SG	0.4
7/16/17	SV	0.26
7/16/17	TR	0.29
7/16/17	TW	0.26
7/16/17	US	0.26
7/16/17	UY	0.28
7/23/17	AR	0.32
7/23/17	AT	0.15
7/23/17	AU	0.33
7/23/17	BE	0.2
7/23/17	BO	0.22
7/23/17	BR	0.31
7/23/17	CA	0.21
7/23/17	CH	0.19
7/23/17	CL	0.32
7/23/17	CO	0.35
7/23/17	CR	0.38
7/23/17	CZ	0.18
7/23/17	DE	0.1
7/23/17	DK	0.28
7/23/17	DO	0.28
7/23/17	EC	0.34
7/23/17	ES	0.24
7/23/17	FI	0.13
7/23/17	FR	0.2
7/23/17	GB	0.24
7/23/17	GLOBAL	0.22
7/23/17	GR	0.01
7/23/17	GT	0.31
7/23/17	HK	0.32
7/23/17	HN	0.25
7/23/17	HU	0.13
7/23/17	ID	0.29
7/23/17	IE	0.25
7/23/17	IS	0.08
7/23/17	IT	0.13
7/23/17	JP	0.17
7/23/17	MX	0.38
7/23/17	MY	0.26
7/23/17	NL	0.14
7/23/17	NO	0.21
7/23/17	NZ	0.3
7/23/17	PA	0.24
7/23/17	PE	0.36
7/23/17	PH	0.4
7/23/17	PL	0.19
7/23/17	PT	0.25
7/23/17	PY	0.25
7/23/17	SE	0.26
7/23/17	SG	0.3
7/23/17	SV	0.26
7/23/17	TR	0.28
7/23/17	TW	0.22
7/23/17	US	0.21
7/23/17	UY	0.28
7/30/17	AR	0.3
7/30/17	AT	0.17
7/30/17	AU	0.38
7/30/17	BE	0.21
7/30/17	BO	0.24
7/30/17	BR	0.3
7/30/17	CA	0.24
7/30/17	CH	0.21
7/30/17	CL	0.33
7/30/17	CO	0.36
7/30/17	CR	0.38
7/30/17	CZ	0.21
7/30/17	DE	0.14
7/30/17	DK	0.28
7/30/17	DO	0.26
7/30/17	EC	0.35
7/30/17	ES	0.23
7/30/17	FI	0.14
7/30/17	FR	0.22
7/30/17	GB	0.27
7/30/17	GLOBAL	0.26
7/30/17	GR	0
7/30/17	GT	0.29
7/30/17	HK	0.36
7/30/17	HN	0.24
7/30/17	HU	0.18
7/30/17	ID	0.3
7/30/17	IE	0.27
7/30/17	IS	0.04
7/30/17	IT	0.15
7/30/17	JP	0.18
7/30/17	MX	0.39
7/30/17	MY	0.3
7/30/17	NL	0.15
7/30/17	NO	0.25
7/30/17	NZ	0.34
7/30/17	PA	0.25
7/30/17	PE	0.36
7/30/17	PH	0.41
7/30/17	PL	0.24
7/30/17	PT	0.27
7/30/17	PY	0.25
7/30/17	SE	0.28
7/30/17	SG	0.34
7/30/17	SV	0.25
7/30/17	TR	0.3
7/30/17	TW	0.24
7/30/17	US	0.25
7/30/17	UY	0.28
8/6/17	AR	0.3
8/6/17	AT	0.17
8/6/17	AU	0.35
8/6/17	BE	0.21
8/6/17	BO	0.2
8/6/17	BR	0.28
8/6/17	CA	0.22
8/6/17	CH	0.21
8/6/17	CL	0.31
8/6/17	CO	0.38
8/6/17	CR	0.37
8/6/17	CZ	0.22
8/6/17	DE	0.14
8/6/17	DK	0.26
8/6/17	DO	0.25
8/6/17	EC	0.34
8/6/17	ES	0.2
8/6/17	FI	0.15
8/6/17	FR	0.22
8/6/17	GB	0.28
8/6/17	GLOBAL	0.26
8/6/17	GR	0
8/6/17	GT	0.29
8/6/17	HK	0.35
8/6/17	HN	0.23
8/6/17	HU	0.14
8/6/17	ID	0.3
8/6/17	IE	0.3
8/6/17	IS	0.02
8/6/17	IT	0.15
8/6/17	JP	0.18
8/6/17	MX	0.4
8/6/17	MY	0.3
8/6/17	NL	0.14
8/6/17	NO	0.24
8/6/17	NZ	0.32
8/6/17	PA	0.23
8/6/17	PE	0.34
8/6/17	PH	0.38
8/6/17	PL	0.2
8/6/17	PT	0.27
8/6/17	PY	0.25
8/6/17	SE	0.29
8/6/17	SG	0.33
8/6/17	SV	0.23
8/6/17	TR	0.3
8/6/17	TW	0.23
8/6/17	US	0.25
8/6/17	UY	0.26
8/13/17	AR	0.28
8/13/17	AT	0.17
8/13/17	AU	0.35
8/13/17	BE	0.2
8/13/17	BO	0.2
8/13/17	BR	0.28
8/13/17	CA	0.23
8/13/17	CH	0.18
8/13/17	CL	0.31
8/13/17	CO	0.34
8/13/17	CR	0.34
8/13/17	CZ	0.22
8/13/17	DE	0.13
8/13/17	DK	0.23
8/13/17	DO	0.23
8/13/17	EC	0.35
8/13/17	ES	0.2
8/13/17	FI	0.14
8/13/17	FR	0.2
8/13/17	GB	0.26
8/13/17	GLOBAL	0.24
8/13/17	GR	0
8/13/17	GT	0.28
8/13/17	HK	0.35
8/13/17	HN	0.22
8/13/17	HU	0.17
8/13/17	ID	0.29
8/13/17	IE	0.28
8/13/17	IS	0.03
8/13/17	IT	0.15
8/13/17	JP	0.17
8/13/17	MX	0.37
8/13/17	MY	0.29
8/13/17	NL	0.16
8/13/17	NO	0.21
8/13/17	NZ	0.32
8/13/17	PA	0.21
8/13/17	PE	0.35
8/13/17	PH	0.4
8/13/17	PL	0.23
8/13/17	PT	0.26
8/13/17	PY	0.21
8/13/17	SE	0.23
8/13/17	SG	0.31
8/13/17	SV	0.23
8/13/17	TR	0.3
8/13/17	TW	0.24
8/13/17	US	0.24
8/13/17	UY	0.26
8/20/17	AR	0.27
8/20/17	AT	0.17
8/20/17	AU	0.35
8/20/17	BE	0.2
8/20/17	BO	0.19
8/20/17	BR	0.27
8/20/17	CA	0.23
8/20/17	CH	0.17
8/20/17	CL	0.29
8/20/17	CO	0.34
8/20/17	CR	0.33
8/20/17	CZ	0.23
8/20/17	DE	0.12
8/20/17	DK	0.24
8/20/17	DO	0.23
8/20/17	EC	0.32
8/20/17	ES	0.17
8/20/17	FI	0.14
8/20/17	FR	0.21
8/20/17	GB	0.27
8/20/17	GLOBAL	0.25
8/20/17	GR	0.02
8/20/17	GT	0.26
8/20/17	HK	0.35
8/20/17	HN	0.22
8/20/17	HU	0.14
8/20/17	ID	0.28
8/20/17	IE	0.24
8/20/17	IS	0.03
8/20/17	IT	0.15
8/20/17	JP	0.17
8/20/17	MX	0.35
8/20/17	MY	0.29
8/20/17	NL	0.15
8/20/17	NO	0.21
8/20/17	NZ	0.32
8/20/17	PA	0.2
8/20/17	PE	0.33
8/20/17	PH	0.4
8/20/17	PL	0.21
8/20/17	PT	0.23
8/20/17	PY	0.19
8/20/17	SE	0.25
8/20/17	SG	0.32
8/20/17	SV	0.22
8/20/17	TR	0.3
8/20/17	TW	0.23
8/20/17	US	0.23
8/20/17	UY	0.23
8/27/17	AR	0.26
8/27/17	AT	0.13
8/27/17	AU	0.29
8/27/17	BE	0.18
8/27/17	BO	0.17
8/27/17	BR	0.26
8/27/17	CA	0.18
8/27/17	CH	0.14
8/27/17	CL	0.28
8/27/17	CO	0.33
8/27/17	CR	0.34
8/27/17	CZ	0.21
8/27/17	DE	0.11
8/27/17	DK	0.23
8/27/17	DO	0.21
8/27/17	EC	0.31
8/27/17	ES	0.16
8/27/17	FI	0.1
8/27/17	FR	0.18
8/27/17	GB	0.24
8/27/17	GLOBAL	0.2
8/27/17	GR	0
8/27/17	GT	0.24
8/27/17	HK	0.34
8/27/17	HN	0.18
8/27/17	HU	0.14
8/27/17	ID	0.27
8/27/17	IE	0.21
8/27/17	IS	0.01
8/27/17	IT	0.13
8/27/17	JP	0.15
8/27/17	MX	0.35
8/27/17	MY	0.29
8/27/17	NL	0.1
8/27/17	NO	0.18
8/27/17	NZ	0.28
8/27/17	PA	0.18
8/27/17	PE	0.32
8/27/17	PH	0.39
8/27/17	PL	0.21
8/27/17	PT	0.2
8/27/17	PY	0.18
8/27/17	SE	0.23
8/27/17	SG	0.29
8/27/17	SV	0.21
8/27/17	TR	0.28
8/27/17	TW	0.22
8/27/17	US	0.17
8/27/17	UY	0.23
9/3/17	AR	0.25
9/3/17	AT	0.13
9/3/17	AU	0.3
9/3/17	BE	0.17
9/3/17	BO	0.17
9/3/17	BR	0.24
9/3/17	CA	0.16
9/3/17	CH	0.17
9/3/17	CL	0.27
9/3/17	CO	0.31
9/3/17	CR	0.32
9/3/17	CZ	0.2
9/3/17	DE	0.08
9/3/17	DK	0.21
9/3/17	DO	0.21
9/3/17	EC	0.3
9/3/17	ES	0.14
9/3/17	FI	0.09
9/3/17	FR	0.17
9/3/17	GB	0.23
9/3/17	GLOBAL	0.21
9/3/17	GR	0.01
9/3/17	GT	0.23
9/3/17	HK	0.32
9/3/17	HN	0.17
9/3/17	HU	0.11
9/3/17	ID	0.27
9/3/17	IE	0.21
9/3/17	IS	0.01
9/3/17	IT	0.1
9/3/17	JP	0.15
9/3/17	MX	0.35
9/3/17	MY	0.27
9/3/17	NL	0.11
9/3/17	NO	0.19
9/3/17	NZ	0.28
9/3/17	PA	0.17
9/3/17	PE	0.29
9/3/17	PH	0.38
9/3/17	PL	0.18
9/3/17	PT	0.21
9/3/17	PY	0.2
9/3/17	SE	0.23
9/3/17	SG	0.29
9/3/17	SV	0.21
9/3/17	TR	0.28
9/3/17	TW	0.2
9/3/17	US	0.2
9/3/17	UY	0.22
9/10/17	AR	0.24
9/10/17	AT	0.1
9/10/17	AU	0.29
9/10/17	BE	0.15
9/10/17	BO	0.14
9/10/17	BR	0.23
9/10/17	CA	0.15
9/10/17	CH	0.14
9/10/17	CL	0.23
9/10/17	CO	0.29
9/10/17	CR	0.31
9/10/17	CZ	0.18
9/10/17	DE	0.07
9/10/17	DK	0.2
9/10/17	DO	0.18
9/10/17	EC	0.29
9/10/17	ES	0.15
9/10/17	FI	0.07
9/10/17	FR	0.14
9/10/17	GB	0.21
9/10/17	GLOBAL	0.2
9/10/17	GR	0.01
9/10/17	GT	0.24
9/10/17	HK	0.32
9/10/17	HN	0.18
9/10/17	HU	0.14
9/10/17	ID	0.25
9/10/17	IE	0.21
9/10/17	IS	0.02
9/10/17	IT	0.11
9/10/17	JP	0.14
9/10/17	MX	0.34
9/10/17	MY	0.25
9/10/17	NL	0.11
9/10/17	NO	0.19
9/10/17	NZ	0.28
9/10/17	PA	0.17
9/10/17	PE	0.3
9/10/17	PH	0.38
9/10/17	PL	0.19
9/10/17	PT	0.2
9/10/17	PY	0.18
9/10/17	SE	0.23
9/10/17	SG	0.28
9/10/17	SV	0.17
9/10/17	TR	0.27
9/10/17	TW	0.2
9/10/17	US	0.2
9/10/17	UY	0.19
9/17/17	AR	0.24
9/17/17	AT	0.1
9/17/17	AU	0.28
9/17/17	BE	0.15
9/17/17	BO	0.16
9/17/17	BR	0.2
9/17/17	CA	0.14
9/17/17	CH	0.17
9/17/17	CL	0.21
9/17/17	CO	0.32
9/17/17	CR	0.32
9/17/17	CZ	0.17
9/17/17	DE	0.1
9/17/17	DK	0.18
9/17/17	DO	0.19
9/17/17	EC	0.28
9/17/17	ES	0.13
9/17/17	FI	0.04
9/17/17	FR	0.09
9/17/17	GB	0.2
9/17/17	GLOBAL	0.18
9/17/17	GR	0
9/17/17	GT	0.22
9/17/17	HK	0.33
9/17/17	HN	0.17
9/17/17	HU	0.1
9/17/17	ID	0.25
9/17/17	IE	0.23
9/17/17	IS	0.01
9/17/17	IT	0.11
9/17/17	JP	0.15
9/17/17	MX	0.33
9/17/17	MY	0.26
9/17/17	NL	0.11
9/17/17	NO	0.19
9/17/17	NZ	0.28
9/17/17	PA	0.16
9/17/17	PE	0.28
9/17/17	PH	0.36
9/17/17	PL	0.17
9/17/17	PT	0.2
9/17/17	PY	0.16
9/17/17	SE	0.23
9/17/17	SG	0.29
9/17/17	SV	0.17
9/17/17	TR	0.26
9/17/17	TW	0.2
9/17/17	US	0.19
9/17/17	UY	0.22
9/24/17	AR	0.23
9/24/17	AT	0.1
9/24/17	AU	0.28
9/24/17	BE	0.13
9/24/17	BO	0.15
9/24/17	BR	0.19
9/24/17	CA	0.14
9/24/17	CH	0.12
9/24/17	CL	0.23
9/24/17	CO	0.29
9/24/17	CR	0.29
9/24/17	CZ	0.16
9/24/17	DE	0.07
9/24/17	DK	0.17
9/24/17	DO	0.19
9/24/17	EC	0.28
9/24/17	ES	0.12
9/24/17	FI	0.05
9/24/17	FR	0.09
9/24/17	GB	0.19
9/24/17	GLOBAL	0.16
9/24/17	GR	0
9/24/17	GT	0.22
9/24/17	HK	0.33
9/24/17	HN	0.18
9/24/17	HU	0.11
9/24/17	ID	0.23
9/24/17	IE	0.2
9/24/17	IS	0.01
9/24/17	IT	0.11
9/24/17	JP	0.14
9/24/17	MX	0.32
9/24/17	MY	0.26
9/24/17	NL	0.11
9/24/17	NO	0.18
9/24/17	NZ	0.27
9/24/17	PA	0.16
9/24/17	PE	0.28
9/24/17	PH	0.34
9/24/17	PL	0.17
9/24/17	PT	0.18
9/24/17	PY	0.16
9/24/17	SE	0.22
9/24/17	SG	0.26
9/24/17	SV	0.17
9/24/17	TR	0.24
9/24/17	TW	0.2
9/24/17	US	0.19
9/24/17	UY	0.22
10/1/17	AR	0.22
10/1/17	AT	0.09
10/1/17	AU	0.25
10/1/17	BE	0.1
10/1/17	BO	0.15
10/1/17	BR	0.17
10/1/17	CA	0.14
10/1/17	CH	0.07
10/1/17	CL	0.21
10/1/17	CO	0.29
10/1/17	CR	0.29
10/1/17	CZ	0.15
10/1/17	DE	0.06
10/1/17	DK	0.17
10/1/17	DO	0.17
10/1/17	EC	0.26
10/1/17	ES	0.1
10/1/17	FI	0.05
10/1/17	FR	0.06
10/1/17	GB	0.19
10/1/17	GLOBAL	0.16
10/1/17	GR	0
10/1/17	GT	0.23
10/1/17	HK	0.33
10/1/17	HN	0.16
10/1/17	HU	0.06
10/1/17	ID	0.23
10/1/17	IE	0.2
10/1/17	IS	0.01
10/1/17	IT	0.12
10/1/17	JP	0.14
10/1/17	MX	0.3
10/1/17	MY	0.22
10/1/17	NL	0.1
10/1/17	NO	0.16
10/1/17	NZ	0.28
10/1/17	PA	0.16
10/1/17	PE	0.28
10/1/17	PH	0.34
10/1/17	PL	0.18
10/1/17	PT	0.14
10/1/17	PY	0.14
10/1/17	SE	0.21
10/1/17	SG	0.26
10/1/17	SV	0.16
10/1/17	TR	0.23
10/1/17	TW	0.19
10/1/17	US	0.18
10/1/17	UY	0.2
10/8/17	AR	0.23
10/8/17	AT	0.08
10/8/17	AU	0.25
10/8/17	BE	0.12
10/8/17	BO	0.14
10/8/17	BR	0.18
10/8/17	CA	0.13
10/8/17	CH	0.11
10/8/17	CL	0.22
10/8/17	CO	0.29
10/8/17	CR	0.29
10/8/17	CZ	0.15
10/8/17	DE	0.06
10/8/17	DK	0.15
10/8/17	DO	0.18
10/8/17	EC	0.26
10/8/17	ES	0.11
10/8/17	FI	0.04
10/8/17	FR	0.07
10/8/17	GB	0.17
10/8/17	GLOBAL	0.15
10/8/17	GR	0
10/8/17	GT	0.22
10/8/17	HK	0.32
10/8/17	HN	0.15
10/8/17	HU	0.07
10/8/17	ID	0.23
10/8/17	IE	0.19
10/8/17	IS	0.01
10/8/17	IT	0.11
10/8/17	JP	0.14
10/8/17	MX	0.31
10/8/17	MY	0.2
10/8/17	NL	0.1
10/8/17	NO	0.15
10/8/17	NZ	0.24
10/8/17	PA	0.14
10/8/17	PE	0.27
10/8/17	PH	0.33
10/8/17	PL	0.17
10/8/17	PT	0.14
10/8/17	PY	0.14
10/8/17	SE	0.2
10/8/17	SG	0.26
10/8/17	SV	0.11
10/8/17	TR	0.24
10/8/17	TW	0.2
10/8/17	US	0.16
10/8/17	UY	0.19
10/15/17	AR	0.24
10/15/17	AT	0.08
10/15/17	AU	0.23
10/15/17	BE	0.12
10/15/17	BO	0.11
10/15/17	BR	0.19
10/15/17	CA	0.14
10/15/17	CH	0.11
10/15/17	CL	0.23
10/15/17	CO	0.3
10/15/17	CR	0.28
10/15/17	CZ	0.15
10/15/17	DE	0.06
10/15/17	DK	0.15
10/15/17	DO	0.17
10/15/17	EC	0.24
10/15/17	ES	0.11
10/15/17	FI	0.04
10/15/17	FR	0.09
10/15/17	GB	0.18
10/15/17	GLOBAL	0.15
10/15/17	GR	0
10/15/17	GT	0.23
10/15/17	HK	0.31
10/15/17	HN	0.13
10/15/17	HU	0.08
10/15/17	ID	0.22
10/15/17	IE	0.2
10/15/17	IS	0.01
10/15/17	IT	0.12
10/15/17	JP	0.13
10/15/17	MX	0.29
10/15/17	MY	0.21
10/15/17	NL	0.09
10/15/17	NO	0.14
10/15/17	NZ	0.24
10/15/17	PA	0.15
10/15/17	PE	0.26
10/15/17	PH	0.34
10/15/17	PL	0.17
10/15/17	PT	0.14
10/15/17	PY	0.14
10/15/17	SE	0.22
10/15/17	SG	0.25
10/15/17	SV	0.13
10/15/17	TR	0.23
10/15/17	TW	0.17
10/15/17	US	0.18
10/15/17	UY	0.18
10/22/17	AR	0.21
10/22/17	AT	0.1
10/22/17	AU	0.24
10/22/17	BE	0.13
10/22/17	BO	0.13
10/22/17	BR	0.16
10/22/17	CA	0.12
10/22/17	CH	0.1
10/22/17	CL	0.22
10/22/17	CO	0.29
10/22/17	CR	0.27
10/22/17	CZ	0.15
10/22/17	DE	0.06
10/22/17	DK	0.14
10/22/17	DO	0.16
10/22/17	EC	0.24
10/22/17	ES	0.1
10/22/17	FI	0.02
10/22/17	FR	0.07
10/22/17	GB	0.19
10/22/17	GLOBAL	0.14
10/22/17	GR	0
10/22/17	GT	0.21
10/22/17	HK	0.3
10/22/17	HN	0.11
10/22/17	HU	0.1
10/22/17	ID	0.21
10/22/17	IE	0.17
10/22/17	IS	0.01
10/22/17	IT	0.1
10/22/17	JP	0.12
10/22/17	MX	0.28
10/22/17	MY	0.2
10/22/17	NL	0.09
10/22/17	NO	0.14
10/22/17	NZ	0.25
10/22/17	PA	0.13
10/22/17	PE	0.25
10/22/17	PH	0.33
10/22/17	PL	0.14
10/22/17	PT	0.13
10/22/17	PY	0.12
10/22/17	SE	0.19
10/22/17	SG	0.25
10/22/17	SV	0.14
10/22/17	TR	0.21
10/22/17	TW	0.17
10/22/17	US	0.15
10/22/17	UY	0.16
10/29/17	AR	0.21
10/29/17	AT	0.09
10/29/17	AU	0.23
10/29/17	BE	0.1
10/29/17	BO	0.11
10/29/17	BR	0.15
10/29/17	CA	0.13
10/29/17	CH	0.09
10/29/17	CL	0.2
10/29/17	CO	0.28
10/29/17	CR	0.27
10/29/17	CZ	0.15
10/29/17	DE	0.07
10/29/17	DK	0.15
10/29/17	DO	0.14
10/29/17	EC	0.24
10/29/17	ES	0.1
10/29/17	FI	0.03
10/29/17	FR	0.07
10/29/17	GB	0.19
10/29/17	GLOBAL	0.14
10/29/17	GR	0
10/29/17	GT	0.21
10/29/17	HK	0.3
10/29/17	HN	0.1
10/29/17	HU	0.09
10/29/17	ID	0.2
10/29/17	IE	0.18
10/29/17	IS	0.01
10/29/17	IT	0.11
10/29/17	JP	0.12
10/29/17	MX	0.28
10/29/17	MY	0.2
10/29/17	NL	0.1
10/29/17	NO	0.12
